TRIANGLE;SnowLion TR777;winter;165;70;R14
MAXXIS;SP3 Premitra Ice;winter;165;70;R14
HANKOOK;W606;winter;165;70;R14
HANKOOK;Winter i*cept RS2 (W452);winter;165;70;R14
YOKOHAMA;iceGUARD iG60;winter;165;70;R14
MAXXIS;WL2 Vansmart Snow;winter;165;70;R14
HANKOOK;W RW06;winter;165;70;R14
SAILUN;IceBlazer WST-3;winter;165;80;R13
HANKOOK;Winter i*cept RS (W442);winter;165;80;R13
YOKOHAMA;iceGUARD iG60;winter;165;80;R13
MAXXIS;MASLW PresaSpikeLT;winter;165;80;R13
GOODRIDE;SW612;winter;165;80;R13
ROTALLA;SR1;winter;165;80;R13
GOODRIDE;SW612;winter;165;80;R16
YOKOHAMA;WDrive V903;winter;175;55;R15
YOKOHAMA;iceGUARD iG60;winter;175;55;R15
HANKOOK;Winter i*cept RS (W442);winter;175;60;R14
MAXXIS;Arctic Trekker WP-05;winter;175;60;R15
HANKOOK;Winter i*cept RS2 (W452);winter;175;60;R15
YOKOHAMA;WDrive V903;winter;175;60;R15
YOKOHAMA;iceGUARD iG60;winter;175;60;R16
HANKOOK;Winter i*cept RS (W442);winter;175;65;R13
TRIANGLE;IcelynX TI501;winter;175;65;R14
MAXXIS;Premitra Snow Wp6;winter;175;65;R14
MAXXIS;SP-02 ArcticTrekke;winter;175;65;R14
HANKOOK;Winter i*cept RS2 (W452);winter;175;65;R14
GT RADIAL;Winterpro 2;winter;175;65;R14
LASSA;ICEWAYS 2;winter;175;65;R14
LASSA;SNOWAYS 4;winter;175;65;R14
KORMORAN;Snowpro B5;winter;175;65;R14
WESTLAKE;WEST SW608;winter;175;65;R14
YOKOHAMA;WDrive V903;winter;175;65;R14
HANKOOK;W RW06;winter;175;65;R14
PIRELLI;Cinturato Winter;winter;175;65;R15
MICHELIN;ALPIN A4;winter;175;65;R15
TRIANGLE;IcelynX TI501;winter;175;65;R15
TRIANGLE;WinterX TW401;winter;175;65;R15
FEDERAL;Himalaya Iceo;winter;175;65;R15
MAXXIS;SP3 Premitra Ice;winter;175;65;R15
GT RADIAL;Winterpro 2;winter;175;65;R15
GT RADIAL;IcePro 3;winter;175;65;R15
YOKOHAMA;Ice Guard IG53;winter;175;65;R15
LASSA;SNOWAYS 3;winter;175;65;R15
LASSA;SNOWAYS 4;winter;175;65;R15
GOODRIDE;SW608;winter;175;65;R15
PIRELLI;Winter IceZero FR;winter;175;65;R15
HANKOOK;Winter i*cept RS (W442);winter;175;70;R13
HANKOOK;I Cept IZ2 W616;winter;175;70;R13
GOODRIDE;SW618;winter;175;70;R13
TRIANGLE;IcelynX TI501;winter;175;70;R14
MAXXIS;Arctic Trekker WP-05;winter;175;70;R14
MAXXIS;SP3 Premitra Ice;winter;175;70;R14
HANKOOK;Winter i*cept RS2 (W452);winter;175;70;R14
